经度,120.3552,
2021-12-11,11:00:00,8.724816894531273
2021-12-11,12:00:00,9.323785400390648
2021-12-11,13:00:00,9.570672607421898
2021-12-11,14:00:00,9.712945556640648
2021-12-11,15:00:00,9.561578369140648
2021-12-11,16:00:00,9.614190673828148
2021-12-11,17:00:00,8.802148437500023
2021-12-11,18:00:00,8.666345214843773
2021-12-11,19:00:00,8.439630126953148
2021-12-11,20:00:00,8.322045898437523
2021-12-11,21:00:00,8.201867675781273
2021-12-11,22:00:00,8.309716796875023
2021-12-11,23:00:00,8.212915039062523
2021-12-12,00:00:00,7.663964843750023
2021-12-12,01:00:00,7.373559570312523
2021-12-12,02:00:00,7.125390625000023
2021-12-12,03:00:00,6.586846923828148
2021-12-12,04:00:00,6.119104003906273
2021-12-12,05:00:00,6.572564697265648
2021-12-12,06:00:00,6.375054931640648
2021-12-12,07:00:00,6.143792724609398
2021-12-12,08:00:00,6.037255859375023
2021-12-12,09:00:00,6.236047363281273
2021-12-12,10:00:00,6.258142089843773
2021-12-12,11:00:00,6.296472167968773
2021-12-12,12:00:00,6.239282226562523
2021-12-12,13:00:00,6.136010742187523
2021-12-12,14:00:00,5.842370605468773
2021-12-12,15:00:00,4.865930175781273
2021-12-12,16:00:00,4.413781738281273
2021-12-12,17:00:00,3.3438354492187727
2021-12-12,18:00:00,2.9423461914062727
2021-12-12,19:00:00,2.5584045410156477
2021-12-12,20:00:00,2.2836242675781477
2021-12-12,21:00:00,1.7184082031250227
2021-12-12,22:00:00,1.4468627929687727
2021-12-12,23:00:00,1.1201110839843977
2021-12-13,00:00:00,0.6939331054687727
2021-12-13,01:00:00,0.45745239257814774
2021-12-13,02:00:00,0.26970825195314774
2021-12-13,03:00:00,-0.11810913085935226
2021-12-13,04:00:00,-0.24414672851560226
2021-12-13,05:00:00,-0.46958007812497726
2021-12-13,06:00:00,-0.5546936035156023
2021-12-13,07:00:00,-0.34485473632810226
2021-12-13,08:00:00,-0.17984619140622726
2021-12-13,09:00:00,1.0629211425781477
2021-12-13,10:00:00,1.3747497558593977
2021-12-13,11:00:00,1.7742858886718977
2021-12-13,12:00:00,2.6415649414062727
2021-12-13,13:00:00,3.0722900390625227
2021-12-13,14:00:00,3.4458251953125227
2021-12-13,15:00:00,3.3334289550781477
2021-12-13,16:00:00,3.3438354492187727
2021-12-13,17:00:00,3.5322204589843977
2021-12-13,18:00:00,3.9733215332031477
2021-12-13,19:00:00,4.390405273437523
2021-12-13,20:00:00,4.828912353515648
2021-12-13,21:00:00,5.229730224609398
2021-12-13,22:00:00,5.580560302734398
2021-12-13,23:00:00,5.804040527343773
2021-12-14,00:00:00,6.094415283203148
2021-12-14,01:00:00,6.169763183593773
2021-12-14,02:00:00,6.263970947265648
2021-12-14,03:00:00,6.452386474609398
2021-12-14,04:00:00,6.425744628906273
2021-12-14,05:00:00,6.881127929687523
2021-12-14,06:00:00,7.064996337890648
2021-12-14,07:00:00,7.092919921875023
2021-12-14,08:00:00,7.234552001953148
2021-12-14,09:00:00,8.194055175781273
2021-12-14,10:00:00,8.394799804687523
2021-12-14,11:00:00,8.626092529296898
2021-12-14,12:00:00,9.421258544921898
2021-12-14,13:00:00,9.643426513671898
2021-12-14,14:00:00,9.890283203125023
2021-12-14,15:00:00,9.899377441406273
2021-12-14,16:00:00,10.511987304687523
2021-12-14,17:00:00,9.703851318359398
2021-12-14,18:00:00,9.691491699218773
2021-12-14,19:00:00,9.564813232421898
2021-12-14,20:00:00,9.490747070312523
2021-12-14,21:00:00,8.911920166015648
2021-12-14,22:00:00,8.623468017578148
2021-12-14,23:00:00,8.299310302734398
2021-12-15,00:00:00,7.700982666015648
2021-12-15,01:00:00,7.185174560546898
2021-12-15,02:00:00,6.756402587890648
2021-12-15,03:00:00,6.077539062500023
2021-12-15,04:00:00,5.773492431640648
2021-12-15,05:00:00,5.458428955078148
2021-12-15,06:00:00,5.281060791015648
2021-12-15,07:00:00,5.376550292968773
2021-12-15,08:00:00,5.546105957031273
2021-12-15,09:00:00,7.491143798828148
2021-12-15,10:00:00,7.984246826171898
2021-12-15,11:00:00,8.448724365234398
2021-12-15,12:00:00,9.332879638671898
2021-12-15,13:00:00,9.577172851562523
2021-12-15,14:00:00,9.772698974609398
2021-12-15,15:00:00,9.455010986328148
2021-12-15,16:00:00,9.163323974609398
2021-12-15,17:00:00,8.309716796875023
2021-12-15,18:00:00,8.453271484375023
2021-12-15,19:00:00,8.731317138671898
2021-12-15,20:00:00,8.907373046875023
2021-12-15,21:00:00,8.817712402343773
2021-12-15,22:00:00,8.868402099609398
2021-12-15,23:00:00,8.798883056640648
2021-12-16,00:00:00,8.817712402343773
2021-12-16,01:00:00,8.772912597656273
2021-12-16,02:00:00,8.300622558593773
2021-12-16,03:00:00,7.497003173828148
2021-12-16,04:00:00,7.256646728515648
2021-12-16,05:00:00,7.608087158203148
2021-12-16,06:00:00,7.419702148437523
2021-12-16,07:00:00,7.103326416015648
2021-12-16,08:00:00,7.117608642578148
2021-12-16,09:00:00,8.501336669921898
2021-12-16,10:00:00,9.199060058593773
2021-12-16,11:00:00,9.438134765625023
2021-12-16,12:00:00,9.246484375000023
2021-12-16,13:00:00,9.032098388671898
2021-12-16,14:00:00,8.797570800781273
2021-12-16,15:00:00,7.933557128906273
2021-12-16,16:00:00,7.227410888671898
2021-12-16,17:00:00,6.765496826171898
2021-12-16,18:00:00,6.358178710937523
2021-12-16,19:00:00,5.887170410156273
2021-12-16,20:00:00,5.356439208984398
2021-12-16,21:00:00,4.334527587890648
2021-12-16,22:00:00,3.7576538085937727
2021-12-16,23:00:00,3.1820617675781477
2021-12-17,00:00:00,2.4038024902343977
2021-12-17,01:00:00,2.0335021972656477
2021-12-17,02:00:00,1.7430969238281477
2021-12-17,03:00:00,1.2292419433593977
2021-12-17,04:00:00,0.9765258789062727
2021-12-17,05:00:00,0.7231689453125227
2021-12-17,06:00:00,0.8186584472656477
2021-12-17,07:00:00,0.7322631835937727
2021-12-17,08:00:00,0.42043457031252274
2021-12-17,09:00:00,0.28661499023439774
2021-12-17,10:00:00,-0.12396850585935226
2021-12-17,11:00:00,-0.37409057617185226
2021-12-17,12:00:00,-0.40982666015622726
2021-12-17,13:00:00,-0.37732543945310226
2021-12-17,14:00:00,-0.39746704101560226
2021-12-17,15:00:00,-0.7800964355468523
2021-12-17,16:00:00,-0.9249633789062273
2021-12-17,17:00:00,-1.5921691894531023
2021-12-17,18:00:00,-1.8292907714843523
2021-12-17,19:00:00,-1.9682983398437273
2021-12-17,20:00:00,-2.1567138671874773
2021-12-17,21:00:00,-2.4854187011718523
2021-12-17,22:00:00,-2.6257385253906023
2021-12-17,23:00:00,-2.6874755859374773
2021-12-18,00:00:00,-2.8713134765624773
2021-12-18,01:00:00,-2.9174255371093523
2021-12-18,02:00:00,-2.8960021972656023
2021-12-18,03:00:00,-2.8745483398437273
2021-12-18,04:00:00,-2.4438537597656023
2021-12-18,05:00:00,-1.7552246093749773
2021-12-18,06:00:00,-1.2491516113281023
2021-12-18,07:00:00,-0.6352294921874773
2021-12-18,08:00:00,0.008569335937522737
2021-12-18,09:00:00,1.6742492675781477
2021-12-18,10:00:00,2.2309814453125227
2021-12-18,11:00:00,2.5986877441406477
2021-12-18,12:00:00,3.6926818847656477
2021-12-18,13:00:00,4.326745605468773
2021-12-18,14:00:00,4.893243408203148
2021-12-18,15:00:00,4.912072753906273
2021-12-18,16:00:00,4.886071777343773
2021-12-18,17:00:00,4.436517333984398
2021-12-18,18:00:00,4.313104248046898
2021-12-18,19:00:00,3.9194274902343977
2021-12-18,20:00:00,3.6108337402343977
2021-12-18,21:00:00,2.8916870117187727
2021-12-18,22:00:00,2.5551696777343977
2021-12-18,23:00:00,2.3440185546875227
2021-12-19,00:00:00,2.1387268066406477
2021-12-19,01:00:00,2.2712646484375227
2021-12-19,02:00:00,2.4103027343750227
2021-12-19,03:00:00,2.5122924804687727
2021-12-19,04:00:00,2.7571960449218977
2021-12-19,05:00:00,4.083123779296898
2021-12-19,06:00:00,4.632714843750023
2021-12-19,07:00:00,5.135552978515648
2021-12-19,08:00:00,5.560418701171898
2021-12-19,09:00:00,7.253381347656273
2021-12-19,10:00:00,7.350823974609398
2021-12-19,11:00:00,7.378106689453148
2021-12-19,12:00:00,8.177178955078148
2021-12-19,13:00:00,8.430535888671898
2021-12-19,14:00:00,8.587762451171898
2021-12-19,15:00:00,8.157037353515648
2021-12-19,16:00:00,8.095330810546898
2021-12-19,17:00:00,7.433984375000023
2021-12-19,18:00:00,7.474267578125023
2021-12-19,19:00:00,7.534020996093773
2021-12-19,20:00:00,7.612634277343773
2021-12-19,21:00:00,7.467767333984398
2021-12-19,22:00:00,7.412561035156273
2021-12-19,23:00:00,7.204003906250023
2021-12-20,00:00:00,6.848657226562523
2021-12-20,01:00:00,6.546563720703148
2021-12-20,02:00:00,6.310113525390648
2021-12-20,03:00:00,5.805322265625023
2021-12-20,04:00:00,5.831964111328148
2021-12-20,05:00:00,6.050897216796898
2021-12-20,06:00:00,6.022973632812523
2021-12-20,07:00:00,6.095727539062523
2021-12-20,08:00:00,6.351678466796898
2021-12-20,09:00:00,8.214196777343773
2021-12-20,10:00:00,8.564355468750023
2021-12-20,11:00:00,9.035363769531273
2021-12-20,12:00:00,10.193017578125023
2021-12-20,13:00:00,10.843957519531273
2021-12-20,14:00:00,11.245446777343773
2021-12-20,15:00:00,10.634118652343773
2021-12-20,16:00:00,10.169641113281273
2021-12-20,17:00:00,9.238702392578148
2021-12-20,18:00:00,9.134088134765648
2021-12-20,19:00:00,8.800836181640648
2021-12-20,20:00:00,8.309716796875023
2021-12-20,21:00:00,7.443078613281273
2021-12-20,22:00:00,6.961694335937523
2021-12-20,23:00:00,6.711572265625023
2021-12-21,00:00:00,5.794946289062523
2021-12-21,01:00:00,5.325891113281273
2021-12-21,02:00:00,5.044610595703148
2021-12-21,03:00:00,4.697686767578148
2021-12-21,04:00:00,4.612573242187523
2021-12-21,05:00:00,4.742517089843773
2021-12-21,06:00:00,4.509301757812523
2021-12-21,07:00:00,4.571008300781273
2021-12-21,08:00:00,4.876336669921898
2021-12-21,09:00:00,7.336541748046898
2021-12-21,10:00:00,8.005670166015648
2021-12-21,11:00:00,8.474725341796898
2021-12-21,12:00:00,9.286767578125023
2021-12-21,13:00:00,9.488793945312523
2021-12-21,14:00:00,9.538171386718773
2021-12-21,15:00:00,8.967156982421898
2021-12-21,16:00:00,8.863854980468773
2021-12-21,17:00:00,8.181726074218773
2021-12-21,18:00:00,8.297357177734398
2021-12-21,19:00:00,8.319451904296898
2021-12-21,20:00:00,8.206414794921898
2021-12-21,21:00:00,7.807519531250023
2021-12-21,22:00:00,7.589898681640648
2021-12-21,23:00:00,7.598992919921898
2021-12-22,00:00:00,7.359918212890648
2021-12-22,01:00:00,7.433984375000023
2021-12-22,02:00:00,7.515832519531273
2021-12-22,03:00:00,7.375512695312523
2021-12-22,04:00:00,7.387872314453148
2021-12-22,05:00:00,7.956292724609398
2021-12-22,06:00:00,8.314263916015648
2021-12-22,07:00:00,8.502648925781273
2021-12-22,08:00:00,8.853448486328148
2021-12-22,09:00:00,10.424279785156273
2021-12-22,10:00:00,10.613977050781273
2021-12-22,11:00:00,10.532128906250023
2021-12-22,12:00:00,10.867364501953148
2021-12-22,13:00:00,10.853692626953148
2021-12-22,14:00:00,10.822534179687523
2021-12-22,15:00:00,10.274865722656273
2021-12-22,16:00:00,10.087792968750023
2021-12-22,17:00:00,8.979486083984398
2021-12-22,18:00:00,8.941156005859398
2021-12-22,19:00:00,8.772912597656273
2021-12-22,20:00:00,8.743676757812523
2021-12-22,21:00:00,8.325280761718773
2021-12-22,22:00:00,8.044641113281273
2021-12-22,23:00:00,7.556115722656273
2021-12-23,00:00:00,6.930505371093773
2021-12-23,01:00:00,6.473809814453148
2021-12-23,02:00:00,6.173028564453148
2021-12-23,03:00:00,5.941766357421898
2021-12-23,04:00:00,5.850152587890648
2021-12-23,05:00:00,5.643579101562523
2021-12-23,06:00:00,5.685144042968773
2021-12-23,07:00:00,5.737756347656273
2021-12-23,08:00:00,5.872247314453148
2021-12-23,09:00:00,7.027947998046898
2021-12-23,10:00:00,7.582116699218773
2021-12-23,11:00:00,8.160272216796898
2021-12-23,12:00:00,8.854760742187523
2021-12-23,13:00:00,9.209466552734398
2021-12-23,14:00:00,9.376428222656273
2021-12-23,15:00:00,9.299096679687523
2021-12-23,16:00:00,9.246484375000023
2021-12-23,17:00:00,7.975152587890648
2021-12-23,18:00:00,7.719171142578148
2021-12-23,19:00:00,7.443078613281273
2021-12-23,20:00:00,7.194909667968773
2021-12-23,21:00:00,6.507592773437523
2021-12-23,22:00:00,5.989190673828148
2021-12-23,23:00:00,5.364221191406273
2021-12-24,00:00:00,4.433282470703148
2021-12-24,01:00:00,3.7329650878906477
2021-12-24,02:00:00,3.0690246582031477
2021-12-24,03:00:00,2.0848327636718977
2021-12-24,04:00:00,1.2461181640625227
2021-12-24,05:00:00,0.5458007812500227
2021-12-24,06:00:00,0.020898437500022737
2021-12-24,07:00:00,-0.37863769531247726
2021-12-24,08:00:00,-0.7216552734374773
2021-12-24,09:00:00,-1.0705017089843523
2021-12-24,10:00:00,-1.1549438476562273
2021-12-24,11:00:00,-1.2432922363281023
2021-12-24,12:00:00,-1.4343017578124773
2021-12-24,13:00:00,-1.3264526367187273
2021-12-24,14:00:00,-1.4297546386718523
2021-12-24,15:00:00,-2.0871948242187273
2021-12-24,16:00:00,-2.5809082031249773
2021-12-24,17:00:00,-3.0610107421874773
2021-12-24,18:00:00,-3.2416137695312273
2021-12-24,19:00:00,-3.3422912597656023
2021-12-24,20:00:00,-3.4455932617187273
2021-12-24,21:00:00,-3.6788085937499773
2021-12-24,22:00:00,-3.7528747558593523
2021-12-24,23:00:00,-3.8126586914062273
2021-12-25,00:00:00,-4.041326904296852
2021-12-25,01:00:00,-4.005590820312477
2021-12-25,02:00:00,-4.024420166015602
2021-12-25,03:00:00,-4.161505126953102
2021-12-25,04:00:00,-4.160192871093727
2021-12-25,05:00:00,-4.266729736328102
2021-12-25,06:00:00,-4.229711914062477
2021-12-25,07:00:00,-4.210882568359352
2021-12-25,08:00:00,-4.118627929687477
2021-12-25,09:00:00,-3.3325561523437273
2021-12-25,10:00:00,-2.9362854003906023
2021-12-25,11:00:00,-2.4561828613281023
2021-12-25,12:00:00,-2.1209777832031023
2021-12-25,13:00:00,-1.9871582031249773
2021-12-25,14:00:00,-2.0917419433593523
2021-12-25,15:00:00,-2.7693237304687273
2021-12-25,16:00:00,-3.2831787109374773
2021-12-25,17:00:00,-4.156958007812477
2021-12-25,18:00:00,-4.544134521484352
2021-12-25,19:00:00,-4.760473632812477
2021-12-25,20:00:00,-4.828039550781227
2021-12-25,21:00:00,-4.990454101562477
2021-12-25,22:00:00,-5.050878906249977
2021-12-25,23:00:00,-5.215887451171852
2021-12-26,00:00:00,-5.516668701171852
2021-12-26,01:00:00,-5.634252929687477
2021-12-26,02:00:00,-5.836279296874977
2021-12-26,03:00:00,-6.024694824218727
2021-12-26,04:00:00,-6.064306640624977
2021-12-26,05:00:00,-6.294287109374977
2021-12-26,06:00:00,-6.203344726562477
2021-12-26,07:00:00,-6.025976562499977
2021-12-26,08:00:00,-5.720648193359352
2021-12-26,09:00:00,-4.521398925781227
2021-12-26,10:00:00,-4.070562744140602
2021-12-26,11:00:00,-3.5794128417968523
2021-12-26,12:00:00,-2.7803710937499773
2021-12-26,13:00:00,-2.3684753417968523
2021-12-26,14:00:00,-2.1320251464843523
2021-12-26,15:00:00,-2.2307495117187273
2021-12-26,16:00:00,-2.2632507324218523
2021-12-26,17:00:00,-2.7030395507812273
2021-12-26,18:00:00,-2.7602294921874773
2021-12-26,19:00:00,-2.7816528320312273
2021-12-26,20:00:00,-2.7537292480468523
2021-12-26,21:00:00,-2.9096435546874773
2021-12-26,22:00:00,-2.9622558593749773
2021-12-26,23:00:00,-2.9791625976562273
2021-12-27,00:00:00,-3.0239624023437273
2021-12-27,01:00:00,-3.0057739257812273
2021-12-27,02:00:00,-2.9096435546874773
2021-12-27,03:00:00,-2.9888977050781023
2021-12-27,04:00:00,-2.8654541015624773
2021-12-27,05:00:00,-2.4964660644531023
2021-12-27,06:00:00,-2.3061279296874773
2021-12-27,07:00:00,-1.9423278808593523
2021-12-27,08:00:00,-1.3647827148437273
2021-12-27,09:00:00,0.5737548828125227
2021-12-27,10:00:00,1.4345336914062727
2021-12-27,11:00:00,2.1277099609375227
2021-12-27,12:00:00,3.3607116699218977
2021-12-27,13:00:00,3.8655029296875227
2021-12-27,14:00:00,4.233178710937523
2021-12-27,15:00:00,3.8050781250000227
2021-12-27,16:00:00,3.5971923828125227
2021-12-27,17:00:00,3.1158081054687727
2021-12-27,18:00:00,3.1632324218750227
2021-12-27,19:00:00,2.8455444335937727
2021-12-27,20:00:00,2.4330383300781477
2021-12-27,21:00:00,1.8301635742187727
2021-12-27,22:00:00,1.5722595214843977
2021-12-27,23:00:00,1.4611755371093977
2021-12-28,00:00:00,1.1707702636718977
